x,y,z,position
9.38,44.65,-8.82,2
8.96,44.6,-9.46,2
8.96,44.55,-10.01,2
9.07,44.59,-9.5,2
8.53,44.64,-8.95,2
9.6,44.61,-9.29,2
9.19,44.59,-9.49,2
9.8,44.64,-8.95,2
8.99,44.56,-9.88,2
8.77,44.53,-10.18,2
9.1,44.59,-9.53,2
9.66,44.66,-8.71,2
9.23,44.57,-9.73,2
9.37,44.54,-10.1,2
9.31,44.54,-10.12,2
9.33,44.62,-9.15,2
9.31,44.61,-9.34,2
8.82,44.62,-9.15,2
10.13,44.54,-10.09,2
9.32,44.55,-9.96,2
9.29,44.59,-9.49,2
9.19,44.51,-10.39,2
9.31,44.67,-8.6,2
9.38,44.6,-9.43,2
9.44,44.67,-8.58,2
9.36,44.61,-9.3,2
9.67,44.55,-9.96,2
9.26,44.52,-10.28,2
9.83,44.41,-11.38,2
10.34,44.11,-13.97,2
10.81,44.1,-13.99,2
10.97,44.06,-14.33,2
10.83,44.09,-14.1,2
11.12,44.09,-14.11,2
11.48,44.16,-13.49,2
10.65,44.12,-13.85,2
11.27,44.19,-13.3,2
10.74,44.13,-13.77,2
11.12,44.13,-13.78,2
11.43,44.17,-13.46,2
11.9,44.28,-12.48,2
10.43,44.36,-11.82,2
9.22,44.82,-6.38,2
6.9,45.0,0.33,2
5.28,44.43,11.31,2
3.41,43.65,17.4,2
-0.69,42.73,22.52,2
-0.58,41.32,28.46,2
-3.19,39.81,33.49,2
-1.64,39.54,34.36,2
-4.06,40.44,31.45,2
-2.81,40.27,32.04,2
-4.29,40.51,31.22,2
-2.6,40.61,30.94,2
-3.86,40.26,32.03,2
-3.67,40.65,30.78,2
-3.48,40.34,31.79,2
-3.42,40.68,30.68,2
-3.6,40.44,31.46,2
-3.0,40.71,30.6,2
-3.3,40.54,31.15,2
-2.83,41.03,29.48,2
-3.82,40.53,31.18,2
-2.98,40.68,30.69,2
-3.98,40.56,31.06,2
-3.2,40.67,30.72,2
-3.49,40.55,31.12,2
-4.21,40.64,30.79,2
-3.73,40.64,30.8,2
-2.54,40.41,31.62,2
-4.24,40.34,31.76,2
-4.2,40.36,31.71,2
-3.19,40.81,30.24,2
-3.1,40.57,31.05,2
-3.58,40.59,30.96,2
-3.29,40.84,30.14,2
-3.19,40.47,31.39,2
-2.61,40.61,30.95,2
-3.28,40.56,31.1,2
-3.52,40.59,30.98,2
-3.73,40.82,30.18,2
-3.54,40.63,30.85,2
-3.22,40.84,30.14,2
-3.47,40.79,30.31,2
-3.5,40.67,30.71,2
-3.69,40.93,29.82,2
-3.5,40.74,30.48,2
-3.03,40.73,30.51,2
-2.74,40.76,30.42,2
-3.12,40.55,31.11,2
-3.34,40.65,30.77,2
-3.48,40.59,30.97,2
-3.52,40.6,30.94,2
-3.38,40.64,30.82,2
-3.3,40.85,30.09,2
-3.55,40.63,30.84,2
-3.97,40.87,30.01,2
-4.34,41.97,25.84,2
3.12,42.11,25.28,2
5.67,42.85,21.83,2
5.9,43.2,19.99,2
7.26,43.14,20.28,2
7.28,42.81,21.95,2
6.89,43.53,18.07,2
-2.52,43.88,15.92,2
4.58,43.81,16.35,2
3.67,43.53,18.19,2
4.29,43.36,19.16,2
3.65,43.3,19.52,2
3.38,43.45,18.66,2
3.57,43.53,18.18,2
3.6,43.35,19.23,2
3.65,43.49,18.4,2
3.63,43.42,18.81,2
3.65,43.47,18.53,2
4.35,43.48,18.44,2
3.89,43.43,18.76,2
3.51,43.55,18.02,2
3.24,43.66,17.39,2
3.72,43.78,16.59,2
5.43,44.12,14.07,2
4.88,44.45,11.12,2
4.06,44.46,11.11,2
4.2,44.42,11.42,2
3.84,44.36,12.04,2
4.02,44.27,12.85,2
3.89,44.34,12.22,2
4.38,44.3,12.54,2
3.47,44.32,12.41,2
3.55,44.31,12.48,2
3.52,44.28,12.73,2
3.38,44.32,12.39,2
4.25,44.22,13.28,2
4.18,44.26,12.9,2
3.81,44.31,12.51,2
4.06,44.3,12.63,2
4.18,44.25,13.0,2
4.4,44.27,12.86,2
3.52,44.26,12.97,2
3.6,44.26,12.98,2
3.59,44.36,12.07,2
4.2,44.31,12.49,2
4.3,44.33,12.27,2
3.79,44.23,13.16,2
4.05,44.19,13.5,2
3.92,44.27,12.88,2
3.8,44.2,13.44,2
3.61,44.25,13.01,2
4.1,44.27,12.88,2
3.7,44.23,13.2,2
3.39,44.28,12.76,2
3.59,44.17,13.72,2
4.27,44.14,13.95,2
4.28,44.05,14.65,2
3.46,43.58,17.86,2
0.62,43.56,18.01,2
0.3,43.43,18.79,2
0.36,43.28,19.68,2
-1.26,43.62,17.66,2
0.04,42.32,24.41,2
-2.56,41.93,26.03,2
-4.43,42.2,24.88,2
-2.72,42.3,24.48,2
-0.91,42.21,24.87,2
-0.29,42.19,24.96,2
-0.76,42.02,25.69,2
-0.65,41.9,26.22,2
-0.44,41.79,26.64,2
-1.02,42.07,25.49,2
-0.44,41.52,27.7,2
-1.36,42.17,25.08,2
-1.09,41.78,26.69,2
-0.61,42.38,24.15,2
-2.33,42.41,23.99,2
1.37,42.3,24.51,2
2.12,42.57,23.27,2
2.99,42.56,23.29,2
0.81,42.41,24.03,2
1.35,42.39,24.12,2
1.46,42.55,23.35,2
1.28,42.3,24.48,2
0.88,42.44,23.87,2
1.07,42.31,24.45,2
0.55,42.24,24.74,2
-0.95,42.88,21.76,2
2.07,42.63,23.0,2
0.53,42.69,22.72,2
1.51,42.71,22.61,2
0.72,42.49,23.63,2
0.44,42.67,22.78,2
1.75,42.34,24.33,2
1.12,42.42,23.94,2
0.78,42.54,23.44,2
0.98,42.35,24.27,2
1.32,42.23,24.79,2
0.89,42.4,24.04,2
1.04,42.5,23.59,2
0.59,42.54,23.43,2
1.66,42.4,24.04,2
0.88,42.44,23.87,2
0.71,42.39,24.11,2
0.56,42.42,23.97,2
0.71,42.63,23.0,2
0.66,42.33,24.37,2
0.84,42.54,23.41,2
-0.06,42.47,23.76,2
0.65,42.38,24.15,2
0.4,42.42,23.95,2
0.89,43.07,20.78,2
1.64,43.47,18.54,2
3.1,43.79,16.5,2
4.91,44.36,12.01,2
6.89,44.87,5.4,2
8.1,45.0,-0.75,2
9.89,44.98,-2.09,2
9.75,44.99,-1.55,2
10.21,45.0,-0.14,2
9.57,45.0,-0.36,2
9.83,44.97,-2.46,2
10.32,44.97,-2.64,2
10.6,44.97,-2.68,2
11.26,44.97,-2.73,2
10.81,44.94,-3.59,2
11.05,44.95,-3.37,2
11.61,44.95,-3.44,2
11.52,44.86,-5.63,2
10.78,44.92,-4.11,2
11.15,44.91,-4.54,2
11.3,44.92,-4.31,2
11.54,44.94,-3.69,2
11.73,44.93,-4.02,2
10.86,44.92,-4.18,2
11.39,44.92,-4.1,2
11.3,44.94,-3.55,2
10.95,44.96,-2.89,2
10.96,44.95,-3.47,2
11.42,44.95,-3.24,2
11.17,44.95,-3.27,2
11.28,44.95,-3.25,2
10.91,44.95,-3.21,2
11.46,44.94,-3.62,2
10.45,44.98,-2.35,2
9.05,44.99,1.54,2
4.99,44.48,10.86,2
3.64,43.13,20.47,2
1.98,42.38,24.11,2
-0.41,41.71,26.98,2
1.25,41.81,26.56,2
-0.22,41.93,26.07,2
0.62,42.35,24.29,2
1.1,42.67,22.8,2
1.72,42.81,22.13,2
0.66,42.84,21.98,2
2.14,42.82,22.05,2
2.03,42.91,21.61,2
1.56,42.98,21.26,2
1.95,42.99,21.19,2
1.21,42.93,21.51,2
2.08,42.63,22.96,2
2.38,42.84,21.95,2
1.92,42.93,21.5,2
2.0,42.67,22.8,2
1.31,42.99,21.2,2
3.94,43.47,18.5,2
5.45,43.11,20.52,2
3.95,43.24,19.84,2
0.91,42.54,23.43,2
-0.45,42.73,22.52,2
1.12,42.46,23.78,2
2.0,42.42,23.97,2
1.06,42.43,23.91,2
2.46,42.28,24.58,2
1.93,41.84,26.45,2
2.45,41.87,26.3,2
2.44,41.5,27.75,2
2.44,41.55,27.57,2
2.95,41.81,26.51,2
4.04,41.21,28.8,2
4.06,41.58,27.41,2
4.39,41.66,27.08,2
3.76,40.45,31.44,2
3.44,41.2,28.84,2
2.0,41.5,27.77,2
3.5,41.62,27.27,2
1.6,41.59,27.42,2
2.82,41.74,26.8,2
2.47,42.03,25.65,2
1.68,41.93,26.07,2
2.56,41.56,27.51,2
2.56,41.57,27.48,2
2.83,41.6,27.38,2
2.06,41.57,27.5,2
2.45,41.6,27.38,2
2.34,41.47,27.85,2
1.94,41.61,27.33,2
2.2,41.53,27.66,2
2.35,41.62,27.29,2
3.14,41.64,27.21,2
2.28,41.51,27.73,2
2.59,41.46,27.9,2
2.55,41.7,26.97,2
2.45,41.56,27.52,2
2.27,41.44,27.99,2
2.82,41.52,27.65,2
1.84,41.46,27.92,2
2.17,41.37,28.25,2
2.51,41.52,27.67,2
2.5,41.34,28.37,2
1.69,41.53,27.67,2
2.23,41.44,27.97,2
2.45,41.48,27.84,2
2.48,41.29,28.53,2
2.18,41.53,27.63,2
2.22,41.41,28.1,2
1.81,41.57,27.52,2
1.84,41.48,27.83,2
2.16,41.38,28.23,2
1.69,41.31,28.47,2
1.99,41.44,28.0,2
2.57,41.29,28.55,2
2.52,41.26,28.65,2
1.91,41.29,28.54,2
1.95,41.27,28.63,2
2.51,41.28,28.57,2
3.22,41.18,28.91,2
1.73,41.82,26.51,2
0.28,41.2,28.92,2
-0.79,40.48,31.41,2
-2.03,40.03,32.85,2
-2.12,39.01,35.86,2
-2.71,39.12,35.54,2
-1.67,39.26,35.15,2
-1.34,40.22,32.24,2
-2.42,40.2,32.28,2
-0.99,39.94,33.15,2
-2.0,39.78,33.61,2
-2.48,39.73,33.75,2
-1.52,40.12,32.55,2
-3.27,40.23,32.15,2
-4.25,39.63,33.98,2
-5.09,40.55,31.03,2
-3.12,40.61,30.91,2
-3.24,41.18,28.92,2
-3.52,41.05,29.37,2
-3.92,40.8,30.25,2
-3.38,41.23,28.73,2
-3.82,41.42,28.01,2
-3.31,41.16,29.0,2
-3.63,40.72,30.54,2
-4.32,41.26,28.59,2
-3.77,40.77,30.34,2
-2.15,41.15,29.05,2
-2.94,41.5,27.74,2
-2.07,41.48,27.85,2
-1.08,41.76,26.75,2
-0.04,41.9,26.21,2
-1.21,42.29,24.55,2
-0.09,42.86,21.89,2
1.08,43.02,21.07,2
0.99,42.93,21.54,2
1.11,42.77,22.3,2
1.22,42.83,22.05,2
1.58,42.81,22.11,2
1.58,42.9,21.69,2
1.94,42.8,22.17,2
2.29,43.0,21.15,2
1.89,42.82,22.06,2
2.76,42.97,21.28,2
2.15,43.03,21.02,2
2.54,42.98,21.24,2
0.84,42.78,22.26,2
2.14,42.89,21.73,2
1.37,42.98,21.25,2
1.4,42.82,22.07,2
1.71,42.99,21.22,2
1.37,42.97,21.33,2
1.17,42.76,22.36,2
1.38,42.89,21.71,2
1.12,43.04,20.96,2
3.06,43.1,20.62,2
3.15,43.82,16.28,2
3.05,43.51,18.3,2
2.17,43.06,20.83,2
1.01,42.72,22.57,2
2.56,42.54,23.37,2
0.47,42.42,23.96,2
3.0,43.42,18.85,2
3.86,43.83,16.25,2
4.2,42.73,22.47,2
2.32,39.94,33.1,2
0.25,40.21,32.29,2
-0.5,42.25,24.71,2
0.0,43.22,20.0,2
-0.49,42.93,21.52,2
-1.47,42.59,23.19,2
-2.02,42.21,24.89,2
-1.8,42.2,24.95,2
-1.68,42.4,24.03,2
-1.68,42.33,24.36,2
-1.04,42.38,24.13,2
-2.05,42.36,24.23,2
-1.02,42.37,24.19,2
-1.76,41.93,26.08,2
-0.41,42.6,23.14,2
0.7,43.18,20.2,2
0.88,43.05,20.91,2
1.01,43.0,21.14,2
0.61,42.92,21.57,2
0.35,42.94,21.48,2
0.22,43.03,20.99,2
-0.92,43.1,20.64,2
7.49,42.03,25.44,2
1.36,44.3,12.62,2
3.24,43.63,17.56,2
2.74,43.26,19.77,2
4.52,43.52,18.23,2
3.57,43.29,19.54,2
3.37,43.37,19.11,2
1.97,43.2,20.12,2
4.18,43.21,20.02,2
3.26,43.14,20.41,2
3.59,43.28,19.64,2
3.41,43.32,19.38,2
3.71,43.25,19.79,2
3.53,43.2,20.05,2
2.9,43.35,19.27,2
3.63,43.33,19.34,2
3.66,43.21,20.01,2
4.26,43.35,19.21,2
3.95,43.32,19.39,2
3.19,43.36,19.2,2
3.32,43.35,19.22,2
3.89,43.42,18.81,2
3.61,43.34,19.26,2
3.67,43.42,18.82,2
3.15,43.44,18.71,2
3.19,43.41,18.89,2
2.86,43.5,18.38,2
2.86,43.39,19.01,2
3.58,43.43,18.74,2
3.28,43.71,17.04,2
3.39,43.92,15.61,2
-4.05,43.33,19.31,2
0.19,42.55,23.37,2
0.69,42.67,22.8,2
0.16,42.66,22.85,2
-1.49,43.07,20.81,2
-2.1,42.18,25.03,2
-1.37,42.25,24.72,2
-2.0,43.18,20.19,2
-3.25,43.06,20.83,2
0.48,43.12,20.51,2
0.81,43.93,15.56,2
0.64,43.68,17.26,2
0.44,43.92,15.67,2
-0.35,42.99,21.23,2
2.26,42.91,21.62,2
3.72,43.42,18.84,2
3.84,42.77,22.28,2
3.05,42.5,23.55,2
3.23,42.51,23.52,2
3.73,42.84,21.92,2
4.01,42.99,21.16,2
4.51,43.46,18.55,2
6.99,43.34,19.16,2
5.54,43.02,20.94,2
6.41,42.85,21.79,2
7.24,43.14,20.28,2
6.71,43.09,20.53,2
4.93,43.22,19.9,2
6.43,43.08,20.63,2
4.75,42.88,21.68,2
5.09,43.02,20.97,2
3.61,43.49,18.41,2
2.23,43.3,19.52,2
2.2,43.41,18.91,2
1.86,42.98,21.28,2
1.37,42.98,21.27,2
1.42,42.93,21.51,2
1.53,42.62,23.05,2
0.76,42.43,23.94,2
0.16,42.32,24.4,2
0.25,42.59,23.18,2
-1.09,42.39,24.09,2
-0.38,42.5,23.62,2
-0.59,42.45,23.81,2
-0.59,42.38,24.15,2
-0.55,42.6,23.13,2
-0.54,42.54,23.44,2
0.59,43.02,21.07,2
1.1,42.92,21.56,2
0.46,43.32,19.46,2
2.59,43.22,19.98,2
3.28,43.32,19.41,2
3.97,43.37,19.13,2
3.96,43.38,19.05,2
3.51,43.42,18.83,2
5.0,43.44,18.67,2
5.1,43.45,18.62,2
4.22,43.45,18.65,2
4.17,43.38,19.02,2
5.37,43.47,18.49,2
5.38,43.64,17.45,2
2.34,43.82,16.35,2
4.32,44.0,15.01,2
3.16,44.27,12.9,2
3.76,44.23,13.23,2
4.58,44.15,13.87,2
3.03,44.22,13.32,2
3.99,44.27,12.84,2
3.28,44.27,12.89,2
3.34,44.25,13.04,2
3.08,44.32,12.43,2
2.97,44.31,12.54,2
4.08,44.28,12.79,2
3.66,44.25,13.03,2
3.26,44.23,13.23,2
3.61,44.24,13.14,2
2.74,44.26,12.92,2
3.33,44.33,12.28,2
2.79,44.29,12.71,2
3.45,44.33,12.32,2
3.45,44.33,12.36,2
3.1,44.38,11.84,2
3.29,44.35,12.1,2
3.13,44.38,11.9,2
2.66,44.38,11.87,2
2.3,44.28,12.8,2
2.7,44.36,12.07,2
2.6,44.42,11.49,2
2.92,44.42,11.48,2
2.6,44.45,11.22,2
2.85,44.41,11.55,2
3.15,44.35,12.13,2
2.48,44.47,11.0,2
3.08,44.5,10.68,2
3.06,44.52,10.4,2
2.68,44.44,11.31,2
2.9,44.47,10.99,2
3.03,44.54,10.25,2
2.85,44.48,10.88,2
4.06,44.52,10.4,2
2.45,44.5,10.62,2
2.32,44.54,10.28,2
2.19,44.45,11.16,2
2.69,44.42,11.43,2
2.85,44.55,10.08,2
2.28,44.46,11.1,2
3.21,44.51,10.6,2
1.98,44.51,10.6,2
2.42,44.45,11.18,2
2.67,44.41,11.62,2
2.67,44.53,10.31,2
2.51,44.48,10.92,2
3.02,44.46,11.08,2
3.72,44.45,11.13,2
2.02,44.16,13.8,2
1.2,43.35,19.28,2
-0.07,43.46,18.6,2
-1.25,43.02,21.06,2
-2.36,42.61,23.06,2
-1.07,42.88,21.77,2
-0.31,42.65,22.91,2
1.34,42.81,22.12,2
-0.75,42.71,22.61,2
0.71,43.13,20.49,2
-0.41,42.74,22.49,2
-0.68,42.57,23.28,2
-1.58,42.84,21.99,2
0.39,42.48,23.68,2
1.58,41.89,26.21,2
5.64,42.24,24.65,2
6.14,40.84,29.99,2
6.81,40.71,30.41,2
7.82,41.05,29.15,2
6.0,41.5,27.63,2
8.48,41.68,26.76,2
8.71,41.42,27.72,2
9.04,41.72,26.58,2
9.86,41.67,26.71,2
8.94,41.44,27.65,2
7.73,41.26,28.39,2
8.37,41.72,26.63,2
8.82,41.86,26.03,2
7.69,41.68,26.81,2
7.12,41.93,25.87,2
7.24,41.99,25.6,2
7.33,42.08,25.23,2
7.82,42.2,24.71,2
7.24,42.25,24.53,2
7.37,42.36,24.02,2
7.21,42.45,23.64,2
6.94,42.36,24.04,2
7.51,42.41,23.78,2
6.71,42.33,24.18,2
6.77,42.46,23.62,2
6.81,42.55,23.2,2
6.05,42.46,23.64,2
6.61,42.54,23.24,2
5.86,42.55,23.26,2
6.4,42.69,22.58,2
7.56,42.88,21.57,2
3.17,43.55,18.04,2
2.26,43.86,16.03,2
5.45,43.43,18.74,2
2.26,43.35,19.23,2
3.1,43.66,17.39,2
2.68,43.69,17.17,2
3.67,43.68,17.24,2
3.06,43.49,18.41,2
3.56,43.55,18.04,2
3.43,43.62,17.6,2
3.52,43.64,17.49,2
3.6,43.51,18.31,2
3.06,43.58,17.84,2
2.9,43.5,18.33,2
3.3,43.53,18.19,2
2.94,43.47,18.54,2
3.58,43.54,18.09,2
3.23,43.54,18.12,2
2.79,43.44,18.7,2
2.69,43.56,18.0,2
2.67,43.5,18.36,2
3.15,43.43,18.77,2
3.02,43.54,18.11,2
3.56,43.51,18.27,2
3.6,43.36,19.15,2
3.05,43.49,18.43,2
2.7,43.43,18.8,2
2.86,43.29,19.59,2
2.74,43.23,19.9,2
2.6,43.22,19.97,2
3.2,43.37,19.14,2
2.76,43.17,20.23,2
2.75,43.31,19.5,2
3.17,43.38,19.05,2
2.86,43.16,20.32,2
3.18,43.32,19.41,2
3.06,43.21,20.0,2
1.89,43.2,20.07,2
3.29,43.15,20.32,2
2.74,43.21,20.01,2
3.06,43.15,20.33,2
3.39,43.35,19.24,2
3.25,43.25,19.82,2
3.65,43.14,20.37,2
3.16,43.2,20.09,2
2.94,43.18,20.21,2
2.77,43.31,19.46,2
2.44,43.53,18.21,2
1.35,43.49,18.41,2
1.9,43.77,16.69,2
2.12,43.86,16.07,2
2.8,43.78,16.6,2
5.32,43.61,17.61,2
5.72,43.55,17.96,2
7.84,43.65,17.3,2
5.59,43.37,19.04,2
5.93,43.74,16.78,2
4.56,44.2,13.44,2
4.44,44.3,12.56,2
3.68,44.57,9.86,2
3.82,44.67,8.61,2
3.92,44.7,8.28,2
4.71,44.76,7.45,2
5.04,44.75,7.53,2
4.59,44.79,6.88,2
3.83,44.88,5.25,2
3.88,44.93,4.08,2
3.16,44.86,5.74,2
6.09,44.88,5.19,2
6.13,44.83,6.16,2
3.26,44.44,11.3,2
1.69,44.77,7.29,2
3.13,44.79,6.87,2
5.63,44.76,7.44,2
1.53,44.84,6.06,2
-0.68,44.87,5.56,2
1.96,44.96,3.01,2
0.53,44.94,3.67,2
2.26,44.92,4.24,2
2.86,44.94,3.74,2
3.49,44.89,4.91,2
3.56,44.91,4.56,2
3.9,44.94,3.7,2
2.49,44.92,4.32,2
2.5,44.95,3.22,2
3.06,44.91,4.46,2
3.01,44.89,4.91,2
1.22,44.88,5.29,2
2.38,44.95,3.27,2
