x,y,z,position
-4.12,-44.73,7.82,3
-3.19,-44.73,7.78,3
-3.23,-44.69,8.38,3
-2.93,-44.76,7.44,3
-3.55,-44.79,6.92,3
-3.18,-44.77,7.32,3
-3.48,-44.71,8.09,3
-2.53,-44.66,8.82,3
-7.01,-44.38,11.8,3
-2.63,-44.33,12.29,3
-5.27,-44.04,14.69,3
-5.81,-43.67,17.21,3
-7.56,-43.88,15.79,3
-8.5,-43.89,15.67,3
-5.2,-43.83,16.19,3
-2.82,-44.19,13.58,3
-9.72,-43.97,15.07,3
-10.35,-43.61,17.38,3
-8.99,-43.72,16.79,3
-7.06,-43.89,15.72,3
-7.04,-43.76,16.61,3
-6.5,-43.78,16.49,3
-8.06,-43.98,15.05,3
-7.25,-43.84,16.07,3
-7.89,-43.71,16.87,3
-7.4,-43.73,16.81,3
-7.69,-43.77,16.54,3
-7.83,-43.75,16.62,3
-7.69,-43.95,15.31,3
-8.33,-43.82,16.17,3
-7.97,-43.64,17.36,3
-7.28,-43.73,16.8,3
-8.12,-43.69,16.99,3
-8.19,-43.68,17.1,3
-8.57,-43.75,16.62,3
-8.23,-43.72,16.82,3
-8.01,-43.79,16.36,3
-8.34,-43.79,16.37,3
-8.92,-43.71,16.84,3
-8.01,-43.76,16.6,3
-8.78,-43.84,15.99,3
-8.46,-43.94,15.31,3
-8.1,-43.77,16.48,3
-6.81,-43.75,16.71,3
-7.99,-42.47,23.48,3
-8.54,-43.1,20.42,3
-10.12,-42.88,21.41,3
-9.94,-42.63,22.62,3
-10.72,-43.07,20.42,3
-10.16,-42.82,21.69,3
-9.78,-42.69,22.37,3
-9.03,-42.78,21.99,3
-9.89,-43.38,18.79,3
-8.39,-43.65,17.29,3
-8.06,-43.52,18.09,3
-9.68,-43.63,17.31,3
-8.45,-43.27,19.5,3
-8.36,-43.3,19.31,3
-7.23,-43.19,20,3
-8.29,-43.44,18.53,3
-9.17,-43.46,18.38,3
-9.24,-43.41,18.66,3
-7.33,-43.37,19.01,3
-8.54,-43.58,17.71,3
-7.54,-43.4,18.82,3
-6.86,-43.41,18.79,3
-8.6,-43.4,18.77,3
-8.43,-43.45,18.47,3
-7.56,-43.37,18.97,3
-8.31,-43.28,19.45,3
-7.74,-43.39,18.83,3
-8.47,-43.5,18.19,3
-8.7,-43.52,18.07,3
-7.3,-43.48,18.33,3
-8.78,-43.45,18.47,3
-8.41,-43.39,18.83,3
-8.19,-43.45,18.48,3
-9.92,-43.36,18.9,3
-8.64,-43.45,18.48,3
-8.13,-43.63,17.38,3
-8.27,-43.52,18.1,3
-7.84,-43.57,17.81,3
-7.95,-43.54,17.94,3
-8.11,-43.55,17.91,3
-7.77,-43.47,18.4,3
-7.55,-43.6,17.58,3
-8.47,-43.4,18.73,3
-6.71,-43.51,18.22,3
-7.62,-43.61,17.53,3
-7.75,-43.76,16.58,3
-7.89,-43.68,17.1,3
-7.26,-43.69,17.04,3
-8.28,-43.69,17.01,3
-7.52,-43.7,16.99,3
-8.63,-43.32,19.21,3
-7.8,-43.7,16.94,3
-8.05,-43.6,17.58,3
-7.6,-43.6,17.62,3
-8.45,-43.57,17.78,3
-7.21,-43.48,18.35,3
-7.3,-43.54,17.98,3
-8.99,-43.52,18.05,3
-8.34,-43.58,17.71,3
-8.25,-43.57,17.77,3
-8.35,-43.42,18.63,3
-8.43,-43.49,18.24,3
-8.39,-43.59,17.66,3
-8.17,-43.42,18.65,3
-8.13,-43.56,17.85,3
-9.52,-43.37,18.9,3
-8.03,-43.5,18.21,3
-8.13,-43.65,17.27,3
-7.9,-43.57,17.75,3
-8.46,-43.53,18.02,3
-8.77,-43.53,17.97,3
-8.9,-43.66,17.16,3
-8.71,-43.57,17.77,3
-8.15,-43.58,17.7,3
-8.95,-43.62,17.42,3
-8.77,-43.52,18.02,3
-8.77,-43.4,18.73,3
-8.46,-43.45,18.45,3
-8.86,-43.62,17.42,3
-8.7,-43.78,16.38,3
-8.76,-43.64,17.31,3
-8.67,-43.53,17.97,3
-7.74,-43.82,16.18,3
-8.08,-43.82,16.14,3
-8.67,-43.8,16.3,3
-8.59,-43.69,17.02,3
-9.32,-43.72,16.76,3
-10.09,-43.68,16.97,3
-8.62,-43.48,18.3,3
-8.29,-43.44,18.56,3
-8.4,-43.35,19.07,3
-7.77,-43.21,19.87,3
-7.79,-43.31,19.32,3
-7.98,-43.19,19.98,3
-7.69,-43.2,19.94,3
-7.19,-43.08,20.57,3
-8.86,-43.39,18.78,3
-8.81,-43.28,19.41,3
-8.02,-43.19,19.97,3
-7.23,-43.44,18.57,3
-7.69,-43.51,18.14,3
-8.06,-43.45,18.5,3
-6.81,-43.41,18.78,3
-7.33,-43.44,18.61,3
-7.56,-43.41,18.75,3
-7.53,-43.43,18.65,3
-6.99,-43.62,17.52,3
-7.15,-43.43,18.65,3
-6.93,-43.48,18.34,3
-7.01,-43.31,19.32,3
-7,-43.43,18.67,3
-7.22,-43.43,18.63,3
-7.67,-43.3,19.37,3
-7.17,-43.26,19.62,3
-7.23,-43.29,19.43,3
-6.96,-43.36,19.04,3
-7.39,-43.35,19.09,3
-7.01,-43.34,19.2,3
-7.08,-43.32,19.29,3
-7.26,-43.27,19.57,3
-7.34,-43.3,19.37,3
-7.75,-43.56,17.85,3
-6.46,-43.43,18.68,3
-7.03,-43.36,19.05,3
-7.47,-43.37,18.97,3
-7.33,-43.28,19.47,3
-7.58,-43.22,19.79,3
-7.23,-43.33,19.22,3
-6.77,-43.41,18.75,3
-7.72,-43.42,18.68,3
-7.29,-43.45,18.55,3
-6.84,-43.35,19.13,3
-7.61,-43.44,18.58,3
-7.58,-43.41,18.74,3
-7.54,-43.45,18.52,3
-7.57,-43.37,19,3
-7.43,-43.37,19,3
-7.14,-43.36,19.06,3
-7.13,-43.33,19.22,3
-6.98,-43.22,19.84,3
-6.79,-43.4,18.84,3
-6.94,-43.36,19.04,3
-6.48,-43.33,19.26,3
-7.04,-43.46,18.49,3
-6.86,-43.41,18.76,3
-7.34,-43.48,18.35,3
-7.29,-43.39,18.89,3
-6.73,-43.33,19.27,3
-6.98,-43.38,18.93,3
-7.05,-43.4,18.81,3
-6.94,-43.41,18.79,3
-7.22,-43.39,18.86,3
-7.07,-43.34,19.16,3
-7.06,-43.48,18.38,3
-6.97,-43.43,18.66,3
-7.27,-43.52,18.09,3
-6.92,-43.38,18.97,3
-7.13,-43.36,19.07,3
-7.06,-43.31,19.36,3
-6.83,-43.44,18.58,3
-6.67,-43.28,19.5,3
-6.52,-43.34,19.17,3
-6.73,-43.31,19.35,3
-7.37,-43.4,18.79,3
-7.1,-43.47,18.41,3
-6.82,-43.34,19.2,3
