x,y,z,position
-2.9,0.26,87.09,1
-2.91,0.31,87.07,1
-3.63,0.16,86.36,1
-2.71,0.53,87.24,1
-3.02,0.33,86.97,1
-2.99,0.48,86.97,1
-3.38,0.18,86.61,1
-3.41,0.17,86.59,1
-3.71,0.07,86.29,1
-3.78,0.46,86.19,1
-4.13,0.26,85.86,1
-3.37,0.1,86.63,1
-3.56,0.33,86.42,1
-3.29,0.14,86.7,1
-3.25,0.25,86.74,1
-3.12,-0.11,86.88,1
-3.09,0.18,86.91,1
-3.63,0.11,86.36,1
-3.06,0.6,86.88,1
-3.42,0.36,86.56,1
-2.51,0.33,87.46,1
-3.75,0.29,86.24,1
-3.76,-0.4,86.21,1
-4.23,-0.04,85.77,1
-4.48,0.47,85.5,1
-4.45,0.28,85.54,1
-4.24,0.22,85.76,1
-4.06,0.63,85.89,1
-3.67,0.22,86.32,1
-3.59,0.28,86.4,1
-3.27,0.24,86.72,1
-3.7,0.34,86.28,1
-3.99,0.26,86.0,1
-3.26,0.19,86.74,1
-3.2,0.32,86.78,1
-3.33,-0.04,86.67,1
-3.71,0.03,86.29,1
-3.69,1.0,86.18,1
-3.71,0.62,86.24,1
-3.56,0.66,86.38,1
-3.93,0.36,86.06,1
-3.63,0.21,86.36,1
-3.76,0.62,86.19,1
-3.38,0.14,86.62,1
-3.36,0.58,86.59,1
-3.81,0.78,86.11,1
-3.38,0.75,86.54,1
-3.37,0.85,86.52,1
-3.41,0.85,86.48,1
-3.65,0.8,86.27,1
-3.67,0.47,86.3,1
-3.96,0.44,86.02,1
-4.42,0.67,85.53,1
-5.1,0.86,84.83,1
-4.58,0.66,85.38,1
-3.84,1.05,86.02,1
-3.72,0.2,86.28,1
-3.08,0.76,86.82,1
-3.38,0.4,86.6,1
-3.32,0.56,86.63,1
-3.43,0.77,86.48,1
-3.8,0.51,86.17,1
-3.39,0.73,86.54,1
-3.54,0.76,86.38,1
-3.47,0.5,86.49,1
-3.44,0.46,86.53,1
-3.44,0.44,86.53,1
-4.0,0.61,85.95,1
-4.14,0.44,85.84,1
-4.02,1.01,85.86,1
-3.61,0.53,86.36,1
-3.69,0.99,86.18,1
-3.79,0.5,86.18,1
-4.25,1.19,85.59,1
-5.4,1.52,84.4,1
-5.1,0.98,84.8,1
-5.58,1.0,84.34,1
-5.73,1.36,84.11,1
-5.88,0.87,84.05,1
-5.65,0.93,84.27,1
-4.97,0.77,84.97,1
-3.87,0.81,86.04,1
-4.01,0.28,85.98,1
-3.52,0.43,86.45,1
-3.56,0.64,86.39,1
-4.22,0.55,85.74,1
-3.31,0.91,86.57,1
-2.76,0.73,87.14,1
-3.4,0.66,86.54,1
-3.96,0.92,85.94,1
-4.43,1.0,85.46,1
-4.17,0.93,85.73,1
-4.7,0.73,85.24,1
-4.85,0.98,85.05,1
-4.83,0.64,85.13,1
-4.74,1.12,85.13,1
-3.96,0.85,85.95,1
-3.77,1.56,85.92,1
-3.72,0.85,86.18,1
-3.17,0.82,86.72,1
-3.4,1.13,86.42,1
-3.29,0.72,86.63,1
-3.36,1.15,86.45,1
-3.47,0.82,86.43,1
-3.75,0.81,86.16,1
-2.78,0.71,87.13,1
-2.95,0.68,86.97,1
-2.25,0.88,87.59,1
-2.28,1.09,87.48,1
-2.1,0.34,87.87,1
-2.97,0.11,87.03,1
-3.42,1.1,86.41,1
-3.48,1.46,86.22,1
-3.38,1.43,86.33,1
-3.81,1.71,85.82,1
-3.69,1.67,85.96,1
-2.82,1.86,86.62,1
-2.75,1.95,86.63,1
-3.46,1.35,86.29,1
-3.22,1.74,86.34,1
-3.68,1.63,85.98,1
-3.95,1.25,85.86,1
-2.67,1.33,87.01,1
-2.41,1.33,87.25,1
-2.63,0.93,87.21,1
-2.96,0.32,87.02,1
-2.9,1.27,86.84,1
-3.44,1.27,86.33,1
-3.55,0.85,86.35,1
-3.22,0.5,86.74,1
-2.73,0.85,87.14,1
-2.66,1.34,87.02,1
-2.71,1.75,86.77,1
-2.79,1.67,86.75,1
-1.88,1.36,87.68,1
-2.14,2.07,87.02,1
-2.1,1.86,87.2,1
-2.34,1.45,87.24,1
-1.75,1.03,87.97,1
-1.78,0.99,87.97,1
-1.95,1.1,87.76,1
-2.13,0.91,87.68,1
-2.41,0.76,87.48,1
-2.58,0.64,87.34,1
-2.8,1.0,87.03,1
-2.17,0.49,87.78,1
-3.27,0.53,86.69,1
-3.3,0.51,86.66,1
-2.28,0.84,87.57,1
-2.42,0.74,87.47,1
-2.23,1.06,87.53,1
-2.93,1.51,86.7,1
-2.92,1.42,86.75,1
-2.09,1.68,87.32,1
-2.44,1.63,87.06,1
-2.47,1.27,87.22,1
-2.19,1.43,87.39,1
-2.38,1.78,87.03,1
-1.92,1.58,87.51,1
-1.86,1.47,87.63,1
-2.8,1.39,86.88,1
-2.65,1.53,86.94,1
-2.8,1.1,87.0,1
-2.97,1.47,86.68,1
-2.81,1.2,86.94,1
-2.86,1.3,86.85,1
-2.66,1.68,86.85,1
-2.69,1.56,86.89,1
-2.7,1.85,86.72,1
-2.7,0.85,87.17,1
-2.96,1.82,86.53,1
-2.63,1.7,86.87,1
-2.7,2.09,86.59,1
-3.25,2.51,85.89,1
-3.21,2.6,85.87,1
-2.96,2.12,86.36,1
-2.56,1.72,86.92,1
-2.31,2.14,86.85,1
-2.66,2.08,86.62,1
-2.62,0.84,87.25,1
-2.42,1.76,87.01,1
-2.71,1.94,86.67,1
-2.9,1.6,86.69,1
-2.77,1.37,86.91,1
-3.3,1.27,86.46,1
-3.45,1.12,86.38,1
-3.4,1.2,86.39,1
-2.98,0.67,86.95,1
-3.73,0.77,86.19,1
-3.83,0.29,86.16,1
-2.94,0.87,86.94,1
-3.83,0.26,86.16,1
-4.02,0.48,85.95,1
-4.26,0.74,85.67,1
-3.98,0.65,85.97,1
-3.91,-0.05,86.09,1
-3.9,0.0,86.1,1
-4.02,0.32,85.97,1
-3.81,0.54,86.15,1
-3.63,0.34,86.35,1
-4.04,0.37,85.94,1
-3.43,0.35,86.55,1
-1.77,0.49,88.17,1
-1.19,-0.41,88.74,1
-1.24,0.23,88.74,1
-2.24,-0.31,87.74,1
-2.05,-0.63,87.85,1
-3.19,-0.29,86.8,1
-2.6,0.1,87.4,1
-2.98,0.51,86.98,1
-3.13,0.09,86.86,1
-2.86,0.07,87.14,1
-3.41,0.13,86.58,1
-3.46,0.14,86.54,1
-3.22,0.45,86.75,1
-3.38,0.31,86.61,1
-3.2,0.0,86.8,1
-3.25,0.29,86.74,1
-3.68,0.41,86.3,1
-3.61,0.65,86.34,1
-3.44,0.67,86.49,1
-3.33,0.28,86.65,1
-3.4,0.4,86.57,1
-3.12,-0.16,86.87,1
-3.7,0.07,86.3,1
-3.22,0.34,86.77,1
-2.74,1.03,87.08,1
-3.52,-0.19,86.47,1
-4.07,-0.85,85.84,1
-4.33,-0.36,85.66,1
-5.17,-1.05,84.73,1
-4.48,-0.85,85.44,1
-4.14,-1.52,85.59,1
-3.55,-0.2,86.45,1
-3.7,-1.02,86.16,1
-4.25,-1.01,85.63,1
-3.92,-0.99,85.96,1
-4.3,-0.67,85.65,1
-3.59,-0.75,86.33,1
-3.92,-0.71,86.01,1
-3.36,-0.92,86.52,1
-3.75,-1.07,86.1,1
-3.75,-0.85,86.15,1
-4.03,-0.84,85.89,1
-3.82,-1.12,86.02,1
-3.34,-0.77,86.58,1
-2.59,-0.66,87.33,1
-2.25,-1.13,87.48,1
-1.96,-0.91,87.85,1
-2.13,-1.04,87.63,1
-2.17,-0.83,87.68,1
-3.13,-0.57,86.82,1
-3.32,-1.09,86.51,1
-3.19,-1.14,86.61,1
-3.33,-0.88,86.56,1
-3.88,-1.02,85.99,1
-3.14,-0.3,86.84,1
-3.84,-2.1,85.63,1
-3.77,-1.41,85.98,1
-3.31,-1.16,86.49,1
-3.38,-1.34,86.36,1
-3.61,-1.24,86.19,1
-2.94,-0.9599999,86.91,1
-2.01,-1.06,87.73,1
-2.5,-1.2,87.23,1
-2.39,-1.17,87.34,1
-2.97,-0.85,86.91,1
-3.16,-1.12,86.65,1
-4.43,-0.99,85.46,1
-3.45,-0.88,86.44,1
-3.98,-0.9,85.92,1
-3.42,-0.95,86.45,1
-3.96,-1.06,85.9,1
-3.87,-1.14,85.97,1
-3.75,-0.85,86.15,1
-3.93,-1.18,85.9,1
-4.41,-0.9700001,85.49,1
-3.47,-0.81,86.43,1
-3.19,-0.6,86.75,1
-3.75,-2.24,85.63,1
-3.71,-0.64,86.23,1
-3.75,-0.13,86.24,1
-3.63,0.33,86.36,1
-4.13,0.42,85.85,1
-3.84,0.44,86.14,1
-3.82,0.56,86.14,1
-4.17,0.89,85.74,1
-3.71,0.85,86.19,1
-3.61,0.55,86.35,1
-3.61,0.81,86.3,1
-2.72,0.93,87.13,1
-2.76,0.55,87.19,1
-2.71,0.87,87.15,1
-3.11,0.9,86.76,1
-2.82,0.93,87.03,1
-2.58,1.19,87.16,1
-2.99,0.82,86.89,1
-2.71,0.89,87.15,1
-2.46,0.69,87.44,1
-3.12,0.67,86.8,1
-2.7,1.38,86.97,1
-2.35,1.13,87.39,1
-2.36,1.6,87.15,1
-3.09,1.46,86.58,1
-3.11,1.35,86.61,1
-3.31,1.35,86.42,1
-2.98,0.94,86.88,1
-2.86,0.73,87.04,1
-3.3,0.6,86.64,1
-2.86,0.22,87.13,1
-2.81,-0.18,87.18,1
-3.14,0.21,86.85,1
-2.5,-0.05,87.5,1
-3.1,-0.67,86.83,1
-3.27,-0.26,86.72,1
-3.11,-0.54,86.84,1
-3.38,-0.46,86.59,1
-2.66,-0.45,87.3,1
-3.16,-0.78,86.75,1
-2.94,-0.41,87.03,1
-2.86,-0.36,87.11,1
-2.93,-0.81,86.96,1
-3.68,-0.68,86.26,1
-3.86,-0.71,86.07,1
-3.55,-1.43,86.18,1
-4.06,-1.57,85.64,1
-3.61,-0.5,86.36,1
-3.49,-0.54,86.47,1
-3.28,-0.7,86.65,1
-2.82,-0.49,87.14,1
-2.72,-0.87,87.15,1
-2.66,-0.99,87.16,1
-2.68,-0.73,87.22,1
-2.81,-0.59,87.13,1
-3.44,-1.1,86.39,1
-3.54,-0.49,86.43,1
-3.78,-0.79,86.14,1
-3.99,-0.82,85.93,1
-3.39,-0.84,86.51,1
-3.48,-0.68,86.45,1
-2.91,-0.42,87.06,1
-2.03,-0.51,87.9,1
-1.9,-1.02,87.84,1
-1.72,-0.89,88.06,1
-1.15,-1.13,88.39,1
-1.88,-1.75,87.43,1
-1.08,-1.39,88.24,1
-2.6,-1.49,87.0,1
-1.53,-1.37,87.95,1
-2.07,-1.2,87.6,1
-2.65,-1.44,86.99,1
-2.62,-2.36,86.47,1
-3.73,-1.93,85.79,1
-4.0,-1.8,85.61,1
-3.63,-1.7,85.99,1
-4.0,-1.41,85.76,1
-3.57,-1.11,86.26,1
-3.56,-1.25,86.23,1
-3.04,-1.22,86.73,1
-3.51,-1.26,86.27,1
-3.07,-1.31,86.66,1
-3.36,-1.26,86.41,1
-3.0,-1.16,86.78,1
-2.69,-0.95,87.14,1
-2.99,-1.72,86.55,1
-2.88,-1.52,86.74,1
-2.74,-1.17,87.02,1
-3.57,-1.74,86.03,1
-3.7,-1.16,86.12,1
-3.26,-1.66,86.34,1
-5.89,-2.28,83.68,1
-6.07,-2.17,83.56,1
-6.63,-2.08,83.05,1
-5.85,-1.46,83.97,1
-5.5,-1.99,84.15,1
-5.19,-0.9599999,84.72,1
-4.37,-1.0,85.52,1
-4.86,-1.13,85.01,1
-5.6,-0.37,84.39,1
-6.0,0.72,83.95,1
-6.46,1.97,83.24,1
-5.27,1.46,84.53,1
-5.38,1.26,84.48,1
-5.18,1.71,84.54,1
-5.34,1.27,84.51,1
-5.51,1.4,84.31,1
-5.98,1.24,83.89,1
-5.52,1.25,84.34,1
-5.92,1.41,83.92,1
-5.52,1.33,84.32,1
-4.92,1.75,84.78,1
-4.53,1.48,85.24,1
-3.81,1.29,85.98,1
-4.26,1.5,85.48,1
-4.46,1.74,85.21,1
-4.9,1.64,84.84,1
-4.88,1.16,84.99,1
-5.13,0.6,84.84,1
-4.47,0.93,85.44,1
-4.68,0.95,85.23,1
-3.85,0.98,86.02,1
-4.3,0.89,85.61,1
-4.03,1.35,85.75,1
-4.02,1.63,85.66,1
-3.76,1.34,86.01,1
-3.44,1.78,86.13,1
-3.71,0.84,86.19,1
-3.92,0.74,86.01,1
-3.57,1.16,86.25,1
-3.33,0.94,86.54,1
-3.68,1.04,86.18,1
-3.53,1.24,86.25,1
-3.14,1.11,86.67,1
-3.12,1.55,86.52,1
-3.41,1.39,86.32,1
-3.7,1.51,86.0,1
-3.35,1.59,86.29,1
-3.19,1.68,86.4,1
-3.42,1.3,86.34,1
-2.62,1.59,86.93,1
-3.2,1.04,86.63,1
-3.17,1.48,86.5,1
-2.99,1.35,86.72,1
-2.72,0.98,87.11,1
-3.3,2.02,86.13,1
-3.83,1.89,85.73,1
-2.74,1.77,86.73,1
-3.27,1.12,86.55,1
-2.41,1.26,87.28,1
-3.41,0.83,86.49,1
-3.79,2.36,85.53,1
-3.63,0.5,86.34,1
-3.17,1.79,86.36,1
-3.85,1.51,85.87,1
-3.29,0.44,86.68,1
-3.33,1.14,86.48,1
-3.45,1.98,86.03,1
-3.48,1.34,86.27,1
-3.32,1.46,86.37,1
-3.48,1.68,86.14,1
-2.83,1.72,86.69,1
-3.48,1.09,86.36,1
-3.13,1.66,86.46,1
-3.46,1.46,86.25,1
-3.07,1.43,86.62,1
-3.24,1.43,86.46,1
-3.6,1.23,86.2,1
-3.14,1.41,86.56,1
-3.16,1.1,86.66,1
-3.14,1.34,86.59,1
-3.37,1.37,86.36,1
-3.42,1.5,86.27,1
-4.14,1.87,85.46,1
-3.24,1.06,86.59,1
-3.72,1.37,86.04,1
-2.79,1.77,86.7,1
-3.46,1.33,86.3,1
-3.16,1.2,86.62,1
-3.6,1.75,86.0,1
-3.83,1.54,85.87,1
-3.68,0.81,86.23,1
-3.58,1.51,86.11,1
-3.32,1.47,86.37,1
-3.61,1.38,86.14,1
-3.1,0.84,86.79,1
-3.34,1.35,86.39,1
-3.37,1.27,86.4,1
-2.95,1.6,86.65,1
-3.33,1.5,86.35,1
-3.66,1.6,86.01,1
-3.33,1.77,86.23,1
-3.49,1.32,86.27,1
-3.3,1.18,86.5,1
-3.43,1.08,86.4,1
-3.48,0.93,86.4,1
-2.87,1.11,86.92,1
-3.87,1.43,85.87,1
-3.5,1.44,86.22,1
-3.74,0.91,86.15,1
-3.5,1.25,86.28,1
-3.46,1.96,86.02,1
-3.41,1.15,86.4,1
-3.43,1.18,86.37,1
-3.78,1.54,85.92,1
-3.17,0.98,86.69,1
-3.32,0.72,86.61,1
-2.85,1.51,86.78,1
-3.38,1.22,86.41,1
-2.78,1.38,86.9,1
-3.36,-0.03,86.64,1
-3.26,0.52,86.7,1
-6.65,-1.2,83.24,1
-5.89,-2.08,83.75,1
-4.99,-1.61,84.76,1
-2.52,-2.26,86.62,1
-2.42,-2.09,86.8,1
-1.96,-1.93,87.25,1
-3.26,-2.46,85.92,1
-2.73,-2.21,86.49,1
-3.61,-2.5,85.61,1
-5.17,-2.62,84.21,1
-5.19,-0.25,84.81,1
-4.84,-2.71,84.45,1
-4.58,-1.12,85.29,1
-5.4,-1.68,84.34,1
-4.15,1.36,85.63,1
-4.29,2.06,85.24,1
-4.77,0.83,85.16,1
-4.66,0.85,85.27,1
-2.53,0.03,87.47,1
-2.44,3.1,86.05,1
-3.11,3.19,85.54,1
-3.17,4.53,84.47,1
-3.09,4.27,84.72,1
-3.57,3.44,85.04,1
-5.83,2.76,83.55,1
-5.58,3.18,83.58,1
-5.96,2.38,83.59,1
-6.93,1.47,82.92,1
-7.59,1.6,82.25,1
-8.53,2.12,81.21,1
-7.45,0.86,82.5,1
-7.76,1.37,82.12,1
-7.34,0.74,82.63,1
-8.09,0.87,81.86,1
-5.92,1.79,83.82,1
-7.37,1.15,82.54,1
-7.75,1.5,82.1,1
-5.49,1.0,84.43,1
-5.25,1.9,84.42,1
-4.62,1.82,85.04,1
-4.06,1.68,85.61,1
-4.44,1.66,85.26,1
-1.6,0.98,88.13,1
-2.03,0.03,87.97,1
-3.32,0.73,86.6,1
-2.39,0.26,87.6,1
-6.57,-0.9599999,83.36,1
-5.41,0.33,84.58,1
-4.83,0.51,85.15,1
-4.9,1.26,84.94,1
-5.24,0.77,84.7,1
-6.6,0.25,83.4,1
-6.24,0.36,83.75,1
-7.2,1.2,82.7,1
-5.94,1.43,83.89,1
-7.78,0.56,82.2,1
-9.41,2.02,80.37,1
-8.17,-0.21,81.82,1
-10.46,4.51,78.61,1
-9.03,0.7,80.94,1
-7.87,0.68,82.1,1
-6.95,0.29,83.04,1
-7.29,1.12,82.63,1
-7.5,0.66,82.47,1
-9.12,0.18,80.87,1
-8.96,1.25,80.95,1
-4.12,0.74,85.82,1
-5.69,0.45,84.3,1
-7.08,-0.3,82.91,1
-5.78,-1.52,84.02,1
-9.04,0.8,80.93,1
-8.65,0.8,81.31,1
-8.92,1.96,80.87,1
